FACT_ID,ORDER_ID,CUSTOMER_ID,PRODUCT_ID,SALES,QUANTITY,DISCOUNT,PROFIT
US-02884,CA-2016-130799,BK-11260,FUR-FU-10001852,6.96,4,0,2.2272
US-02885,CA-2016-164483,JF-15490,OFF-BI-10000014,17.456,2,0.2,5.8914
US-02886,US-2016-159856,EP-13915,FUR-CH-10003396,307.92,5,0.2,-34.641
US-02887,CA-2017-102099,EP-13915,OFF-AR-10003811,6.63,3,0,1.7901
US-02888,CA-2017-102099,EP-13915,OFF-PA-10003172,12.96,2,0,6.2208
US-02889,CA-2017-102099,EP-13915,OFF-PA-10000289,32.4,5,0,15.552
US-02890,CA-2017-164049,KH-16630,OFF-PA-10000791,23.85,5,0,10.7325
US-02891,CA-2014-142727,HG-14845,FUR-CH-10002304,51.96,2,0,12.99
US-02892,CA-2014-142727,HG-14845,OFF-BI-10000136,17.94,3,0,8.6112
US-02893,CA-2017-139913,JC-16105,OFF-PA-10003739,11.56,2,0,5.6644
US-02894,CA-2017-139913,JC-16105,OFF-PA-10002479,26.4,5,0,11.88
US-02895,CA-2017-139913,JC-16105,FUR-FU-10000771,69.08,11,0,29.0136
US-02896,CA-2017-139913,JC-16105,TEC-PH-10001552,35.88,3,0,10.0464
US-02897,CA-2014-169033,KM-16720,OFF-AR-10001915,49.65,5,0,20.853
US-02898,US-2016-164630,EB-13975,TEC-CO-10000971,959.968,4,0.2,119.996
US-02899,US-2015-114839,PW-19240,FUR-CH-10004086,408.422,2,0.3,-5.8346
US-02900,CA-2015-166464,PG-18895,TEC-CO-10000971,479.984,2,0.2,59.998
US-02901,CA-2015-166464,PG-18895,OFF-LA-10001317,12.6,4,0,6.048
US-02902,CA-2017-124898,DB-12910,OFF-PA-10003656,184.66,7,0,84.9436
US-02903,CA-2016-164035,CR-12730,OFF-PA-10002160,23.12,5,0.2,8.381
US-02904,CA-2016-153577,KH-16330,OFF-PA-10000575,37.464,7,0.2,12.1758
US-02905,CA-2016-153577,KH-16330,FUR-CH-10003981,539.658,3,0.3,-7.7094
US-02906,CA-2014-127586,CS-12400,OFF-ST-10002615,310.12,2,0,80.6312
US-02907,CA-2017-121615,DL-12925,OFF-PA-10000327,8.56,2,0,3.852
US-02908,CA-2017-121615,DL-12925,OFF-ST-10001325,52.4,5,0,14.148
US-02909,CA-2017-121615,DL-12925,OFF-LA-10001771,14.94,3,0,6.8724
US-02910,CA-2017-166415,ME-17725,OFF-FA-10004968,11.22,3,0,0.2244
US-02911,CA-2015-118444,VD-21670,OFF-AP-10000576,387.136,4,0.2,24.196
US-02912,CA-2014-113929,CK-12205,OFF-EN-10003286,41.4,5,0,19.458
US-02913,CA-2014-113929,CK-12205,OFF-AR-10003772,35,4,0,10.5
US-02914,CA-2014-113929,CK-12205,OFF-BI-10002852,39.552,3,0.2,14.3376
US-02915,CA-2015-134747,DL-12925,TEC-PH-10002890,135.72,3,0,35.2872
US-02916,CA-2015-134747,DL-12925,OFF-BI-10001308,12.56,2,0,5.652
US-02917,CA-2015-134747,DL-12925,TEC-PH-10001750,263.96,4,0,71.2692
US-02918,CA-2017-155047,SE-20110,OFF-AR-10003338,5.952,1,0.2,0.372
US-02919,CA-2016-160129,LS-17200,OFF-FA-10002763,15.8,5,0.2,2.37
US-02920,CA-2016-160129,LS-17200,FUR-FU-10002088,14.368,2,0.2,3.9512
US-02921,CA-2016-160129,LS-17200,FUR-FU-10003976,70.448,7,0.2,12.3284
US-02922,CA-2017-164329,MM-17920,OFF-ST-10001511,129.3,2,0,6.465
US-02923,US-2015-141453,DB-13270,OFF-BI-10000301,3.882,3,0.8,-5.823
US-02924,CA-2014-156993,RW-19630,OFF-FA-10003495,6.08,1,0,3.04
US-02925,CA-2014-157721,JM-16195,OFF-AP-10001303,19.9,1,0,8.955
US-02926,CA-2014-157721,JM-16195,FUR-FU-10002116,70.71,1,0,4.9497
US-02927,CA-2017-128629,BP-11155,FUR-FU-10000771,18.84,3,0,7.9128
US-02928,CA-2017-158106,CT-11995,OFF-AR-10002255,8.64,3,0,2.5056
US-02929,US-2017-120390,TH-21550,OFF-BI-10004995,1633.188,4,0.7,-1306.5504
US-02930,CA-2017-143434,ME-17320,FUR-FU-10002597,19.76,4,0,8.2992
US-02931,CA-2015-168564,TT-21220,OFF-BI-10004970,6.608,2,0.2,2.2302
US-02932,CA-2015-168564,TT-21220,OFF-BI-10002557,7.28,2,0.2,2.73
US-02933,CA-2015-168564,TT-21220,FUR-CH-10000785,144.784,1,0.2,10.8588
US-02934,US-2016-169040,GT-14710,TEC-PH-10002310,156.792,1,0.2,13.7193
US-02935,US-2016-169040,GT-14710,TEC-PH-10002834,431.976,3,0.2,26.9985
US-02936,US-2016-169040,GT-14710,OFF-EN-10000927,35.89,1,0,16.1505
US-02937,US-2016-169040,GT-14710,OFF-BI-10001636,47.208,7,0.2,15.3426
US-02938,US-2016-169040,GT-14710,OFF-PA-10001736,248.08,7,0,116.5976
US-02939,US-2016-169040,GT-14710,OFF-PA-10000482,189.7,5,0,89.159
US-02940,US-2016-169040,GT-14710,OFF-BI-10001658,59.808,3,0.2,19.4376
US-02941,CA-2017-155880,JD-16150,FUR-CH-10000422,90.99,1,0,14.5584
US-02942,CA-2017-155880,JD-16150,FUR-CH-10004675,1526.56,7,0,427.4368
US-02943,CA-2017-155880,JD-16150,FUR-CH-10002880,368.97,3,0,40.5867
US-02944,CA-2017-126242,MC-18100,OFF-ST-10000675,305.01,9,0,76.2525
US-02945,CA-2017-126242,MC-18100,FUR-FU-10002685,18.7,1,0,7.106
US-02946,CA-2016-166443,LH-17020,FUR-FU-10004020,38.29,7,0,16.4647
US-02947,CA-2017-169859,MP-18175,FUR-FU-10004963,26.25,3,0,11.025
US-02948,CA-2017-169859,MP-18175,OFF-BI-10000174,64.96,14,0.2,22.736
US-02949,CA-2017-169859,MP-18175,OFF-EN-10000461,43.7,5,0,20.539
US-02950,CA-2017-134915,EM-14140,TEC-AC-10001266,41.6,4,0.2,13
US-02951,CA-2017-134915,EM-14140,OFF-PA-10002160,23.12,5,0.2,8.381
US-02952,CA-2017-134915,EM-14140,FUR-CH-10004875,113.888,2,0.2,9.9652
US-02953,CA-2017-134915,EM-14140,FUR-FU-10000305,113.568,2,0.2,-5.6784
US-02954,CA-2017-134915,EM-14140,TEC-PH-10000347,7.92,2,0.2,0.693
US-02955,CA-2017-134915,EM-14140,TEC-PH-10001459,671.984,2,0.2,50.3988
US-02956,CA-2016-153353,GG-14650,TEC-PH-10000439,39.99,1,0,11.5971
US-02957,CA-2017-123638,MA-17995,FUR-CH-10002647,191.646,3,0.1,31.941
US-02958,CA-2017-168900,SH-20395,OFF-BI-10003910,2.313,1,0.7,-1.9275
US-02959,CA-2015-158456,KT-16465,OFF-BI-10001097,19.936,4,0.2,7.2268
US-02960,CA-2015-158456,KT-16465,OFF-FA-10004854,45.92,4,0,21.5824
US-02961,CA-2017-143665,PO-19180,OFF-PA-10003673,20.34,3,0,9.3564
US-02962,CA-2017-143665,PO-19180,OFF-LA-10002034,39.28,8,0,19.2472
US-02963,CA-2017-137428,AY-10555,FUR-CH-10002774,81.568,2,0.2,9.1764
US-02964,CA-2017-137428,AY-10555,FUR-CH-10003817,97.184,2,0.2,6.074
US-02965,CA-2017-137428,AY-10555,OFF-BI-10002949,24.32,5,0.2,8.208
US-02966,CA-2017-137428,AY-10555,FUR-FU-10002445,18.96,2,0,7.584
US-02967,CA-2014-162866,Co-12640,FUR-FU-10001473,32.952,6,0.6,-19.7712
US-02968,CA-2014-162866,Co-12640,OFF-ST-10002562,30.016,4,0.2,3.0016
US-02969,CA-2017-167941,JF-15565,OFF-AP-10002118,499.584,3,0.2,43.7136
US-02970,CA-2017-167941,JF-15565,OFF-PA-10001800,31.104,6,0.2,10.8864
US-02971,CA-2017-167941,JF-15565,OFF-BI-10002827,13.272,8,0.7,-10.6176
US-02972,CA-2017-167941,JF-15565,FUR-FU-10004671,28.272,2,0.2,6.3612
US-02973,CA-2017-167941,JF-15565,OFF-ST-10000736,259.136,4,0.2,-51.8272
US-02974,CA-2017-111808,AR-10510,OFF-BI-10004656,10.8,5,0,5.184
US-02975,CA-2015-137512,AG-10675,FUR-TA-10001095,244.006,2,0.3,-31.3722
US-02976,CA-2015-137512,AG-10675,OFF-PA-10000213,15.936,4,0.2,5.3784
US-02977,CA-2017-139773,DV-13045,FUR-CH-10001797,188.552,7,0.3,-2.6936
US-02978,CA-2017-134607,HL-15040,OFF-ST-10002214,22.58,2,0,5.8708
US-02979,CA-2014-109232,ND-18370,FUR-CH-10000422,545.94,6,0,87.3504
US-02980,CA-2015-139850,GB-14575,OFF-PA-10003848,20.736,4,0.2,7.2576
US-02981,CA-2015-139850,GB-14575,FUR-FU-10003623,43.296,2,0.2,4.3296
US-02982,CA-2014-131310,CL-12565,FUR-CH-10001797,123.136,4,0.2,13.8528
US-02983,CA-2014-131310,CL-12565,OFF-BI-10003094,11.264,4,0.2,3.8016
US-02984,US-2014-112872,RC-19960,OFF-ST-10002205,53.424,3,0.2,4.6746
US-02985,US-2014-112872,RC-19960,FUR-TA-10003238,275.49,1,0.5,-170.8038
US-02986,CA-2016-139269,JB-16045,FUR-FU-10000755,24.96,4,0,6.24
US-02987,CA-2016-139269,JB-16045,OFF-PA-10002893,19.36,2,0,9.2928
US-02988,CA-2016-139269,JB-16045,OFF-ST-10000689,1267.65,9,0,152.118
US-02989,CA-2016-139010,MC-17635,TEC-AC-10004227,12.99,1,0,0.7794
US-02990,CA-2016-139010,MC-17635,OFF-BI-10000174,18.56,4,0.2,6.496
US-02991,CA-2016-139010,MC-17635,OFF-ST-10001809,449.15,5,0,8.983
US-02992,CA-2016-139010,MC-17635,OFF-BI-10002309,31.248,7,0.2,10.9368
US-02993,CA-2016-134376,TT-21265,OFF-AP-10004532,61.44,3,0,16.5888
US-02994,CA-2017-147291,MJ-17740,OFF-BI-10003091,895.92,4,0,421.0824
US-02995,CA-2016-112893,AT-10735,OFF-BI-10004654,55.36,4,0.2,18.684
US-02996,US-2014-150532,PB-19150,OFF-ST-10000760,55.92,5,0.2,6.291
US-02997,CA-2014-138317,NW-18400,OFF-EN-10001539,24.896,4,0.2,8.4024
US-02998,CA-2014-138317,NW-18400,FUR-FU-10000550,3.984,1,0.2,0.6474
US-02999,CA-2014-138317,NW-18400,TEC-AC-10003628,95.968,4,0.2,28.7904
US-03000,CA-2014-138317,NW-18400,TEC-MA-10004521,206.991,3,0.7,-172.4925
US-03001,CA-2014-138317,NW-18400,OFF-AP-10003860,44.416,2,0.2,3.8864
US-03002,CA-2014-138317,NW-18400,OFF-BI-10000069,9.006,2,0.7,-7.2048
US-03003,CA-2015-130610,VP-21730,OFF-BI-10003655,19,5,0,8.93
US-03004,CA-2017-104381,RD-19810,OFF-BI-10001628,33.376,4,0.2,10.43
US-03005,CA-2016-131499,MG-17875,OFF-AP-10003779,207.48,1,0,62.244
US-03006,CA-2014-148761,PA-19060,OFF-BI-10000666,91.68,3,0,45.84
US-03007,CA-2017-116519,CR-12730,OFF-AP-10000828,904.9,5,0,253.372
US-03008,CA-2014-130729,AA-10375,OFF-BI-10002706,34.272,3,0.2,11.1384
US-03009,CA-2016-124772,JG-15160,FUR-FU-10004748,191.82,3,0,74.8098
US-03010,CA-2016-115525,RR-19525,OFF-AP-10000026,243.88,5,0.2,27.4365
US-03011,CA-2017-134845,SR-20425,OFF-BI-10000773,12.03,5,0.7,-9.223
US-03012,CA-2017-134845,SR-20425,TEC-MA-10000822,2549.985,5,0.7,-3399.98
US-03013,CA-2017-134845,SR-20425,OFF-BI-10001543,21.594,2,0.7,-15.8356
US-03014,CA-2017-134845,SR-20425,OFF-BI-10003355,8.964,6,0.7,-6.5736
US-03015,CA-2017-134845,SR-20425,OFF-PA-10002005,20.736,4,0.2,7.2576
US-03016,US-2015-138919,LS-16975,FUR-TA-10004154,344.22,2,0.4,-103.266
US-03017,US-2016-160528,MH-18115,OFF-ST-10002743,727.296,8,0.2,-172.7328
US-03018,US-2016-160528,MH-18115,FUR-FU-10004973,22.608,3,0.6,-10.1736
US-03019,US-2016-160528,MH-18115,TEC-AC-10002842,666.4,7,0.2,-33.32
US-03020,CA-2015-123568,SC-20095,OFF-FA-10002701,5.04,3,0,0.2016
US-03021,CA-2015-123568,SC-20095,OFF-PA-10001125,92.94,3,0,41.823
US-03022,CA-2015-123568,SC-20095,FUR-FU-10004090,66.69,3,0,22.0077
US-03023,CA-2015-123568,SC-20095,OFF-BI-10001510,91.68,5,0.2,28.65
US-03024,CA-2017-124674,JB-16000,FUR-BO-10002202,327.7328,2,0.32,-14.4588
US-03025,CA-2015-164441,AC-10450,OFF-BI-10001922,52.272,11,0.2,17.6418
US-03026,CA-2015-164441,AC-10450,OFF-PA-10001667,17.94,3,0,8.073
US-03027,CA-2017-169054,MO-17800,FUR-FU-10001488,254.352,3,0.2,0
US-03028,CA-2014-106719,RB-19645,OFF-BI-10002799,8.288,2,0.2,2.6936
US-03029,CA-2017-116855,AI-10855,FUR-CH-10003846,504.9,5,0,80.784
US-03030,US-2016-164189,DR-12880,TEC-PH-10003691,403.168,4,0.2,25.198
US-03031,CA-2015-168480,DM-12955,FUR-BO-10000468,194.32,4,0,31.0912
US-03032,CA-2015-168480,DM-12955,OFF-AR-10001044,25.99,1,0,7.5371
US-03033,US-2016-114293,JH-16180,FUR-CH-10003833,195.136,4,0.2,-12.196
US-03034,CA-2017-134173,AB-10060,OFF-PA-10004355,20.736,4,0.2,7.2576
US-03035,US-2015-123960,BD-11605,TEC-AC-10003038,53.7,6,0,10.203
US-03036,US-2015-123960,BD-11605,OFF-BI-10002799,36.26,7,0,16.6796
US-03037,US-2015-123960,BD-11605,OFF-AR-10003582,56.3,2,0,15.764
US-03038,US-2015-123960,BD-11605,OFF-PA-10004451,32.4,5,0,15.552
US-03039,US-2015-123960,BD-11605,FUR-FU-10004666,29.16,2,0,10.7892
US-03040,CA-2017-101749,AS-10045,FUR-TA-10001520,171.288,3,0.2,-6.4233
US-03041,US-2016-147991,ZD-21925,FUR-FU-10004270,16.72,5,0.2,3.344
US-03042,CA-2017-149559,KF-16285,OFF-PA-10003172,12.96,2,0,6.2208
US-03043,CA-2017-149559,KF-16285,OFF-EN-10002312,22.18,2,0,10.8682
US-03044,CA-2017-149559,KF-16285,FUR-CH-10002320,2054.272,8,0.2,256.784
US-03045,CA-2015-135174,BP-11230,TEC-PH-10001530,1022.97,5,0.4,-255.7425
US-03046,CA-2017-125290,CC-12430,OFF-AR-10001216,13.9,5,0,3.614
US-03047,CA-2017-125290,CC-12430,OFF-PA-10003127,26.38,1,0,12.1348
US-03048,CA-2014-137351,DB-13615,OFF-BI-10003910,43.176,7,0.2,13.4925
US-03049,CA-2017-121419,TC-21475,FUR-TA-10004534,411.8,2,0,70.006
US-03050,CA-2017-121419,TC-21475,TEC-AC-10000892,360,4,0,129.6
US-03051,US-2017-148054,NZ-18565,FUR-FU-10003247,41.96,2,0,2.9372
US-03052,US-2017-148054,NZ-18565,OFF-AP-10004336,227.84,4,0,66.0736
US-03053,US-2017-148054,NZ-18565,OFF-PA-10001295,37.94,2,0,18.2112
US-03054,CA-2016-128517,SW-20350,TEC-PH-10002555,517.9,2,0,134.654
US-03055,CA-2016-128517,SW-20350,OFF-BI-10000831,5.28,2,0,2.4288
US-03056,US-2015-100377,TS-21370,TEC-CO-10001046,2799.96,5,0.2,874.9875
US-03057,CA-2017-131492,HH-15010,OFF-EN-10002973,8.96,2,0,4.3008
US-03058,CA-2017-131492,HH-15010,OFF-LA-10001641,31.5,10,0,15.12
US-03059,CA-2017-131492,HH-15010,FUR-FU-10003878,30.56,2,0,10.3904
US-03060,CA-2017-131492,HH-15010,FUR-TA-10003837,24.368,2,0.2,-3.3506
US-03061,CA-2016-144554,DM-13345,TEC-AC-10002800,119.976,3,0.2,22.4955
US-03062,CA-2017-127621,RE-19450,OFF-PA-10001307,26.88,8,0.2,9.744
US-03063,CA-2015-145184,JD-16150,TEC-PH-10002350,83.97,3,0,23.5116
US-03064,CA-2015-145184,JD-16150,TEC-AC-10000397,104.97,3,0,7.3479
US-03065,CA-2017-106859,BF-11215,OFF-ST-10000615,90.8,8,0,25.424
US-03066,CA-2017-106859,BF-11215,TEC-PH-10004531,140.736,8,0.2,49.2576
US-03067,CA-2017-106859,BF-11215,TEC-AC-10004001,214.95,5,0,88.1295
US-03068,CA-2017-106859,BF-11215,OFF-PA-10001534,45.36,7,0,21.7728
US-03069,CA-2017-106859,BF-11215,OFF-PA-10001815,288.24,6,0,138.3552
US-03070,US-2017-120089,ML-17755,OFF-AP-10003779,663.936,4,0.2,82.992
US-03071,CA-2014-119375,YC-21895,OFF-ST-10002011,2934.33,7,0,792.2691
US-03072,CA-2014-119375,YC-21895,FUR-FU-10002379,124.41,3,0,14.9292
US-03073,CA-2014-119375,YC-21895,OFF-AR-10003752,57.75,5,0,26.565
US-03074,CA-2016-125206,LR-16915,OFF-ST-10003692,114.46,2,0,28.615
US-03075,CA-2015-126137,BS-11755,FUR-BO-10004409,120.666,2,0.15,18.4548
US-03076,CA-2014-143903,KM-16375,OFF-ST-10003306,342.864,3,0.2,38.5722
US-03077,CA-2014-143903,KM-16375,FUR-FU-10003724,16.74,5,0.6,-14.229
US-03078,CA-2014-143903,KM-16375,FUR-CH-10002024,981.372,2,0.3,-140.196
US-03079,CA-2014-104780,BT-11530,OFF-AR-10003514,31.84,8,0,10.5072
US-03080,CA-2017-101182,KB-16405,OFF-PA-10001800,12.96,2,0,6.2208
US-03081,CA-2017-101182,KB-16405,TEC-PH-10003589,43.176,3,0.2,15.1116
US-03082,US-2017-132297,DW-13480,OFF-BI-10003364,58.34,2,0,28.0032
US-03083,US-2017-132297,DW-13480,TEC-PH-10002834,539.97,3,0,134.9925
US-03084,CA-2014-100328,JC-15340,OFF-BI-10000343,3.928,1,0.2,1.3257
US-03085,CA-2017-118773,TP-21415,OFF-BI-10004584,252.784,4,0.8,-417.0936
US-03086,CA-2017-118773,TP-21415,TEC-AC-10002402,127.984,2,0.2,15.998
US-03087,CA-2017-118773,TP-21415,FUR-FU-10000550,3.984,2,0.6,-2.6892
US-03088,CA-2017-118773,TP-21415,OFF-AP-10000055,12.992,2,0.8,-32.48
US-03089,US-2017-159205,DB-12910,FUR-FU-10001591,61,5,0,25.62
US-03090,US-2017-159205,DB-12910,TEC-PH-10000526,671.93,7,0,188.1404
US-03091,CA-2016-112123,BH-11710,OFF-BI-10001071,447.86,7,0,219.4514
US-03092,CA-2016-112123,BH-11710,TEC-PH-10001557,479.95,5,0,129.5865
US-03093,CA-2016-112123,BH-11710,OFF-PA-10001977,166.44,3,0,79.8912
US-03094,CA-2015-114468,TD-20995,OFF-SU-10004231,31.68,4,0.2,2.772
US-03095,CA-2015-114468,TD-20995,OFF-PA-10000809,10.368,2,0.2,3.6288
US-03096,CA-2015-114468,TD-20995,OFF-FA-10003021,12.032,8,0.2,2.256
US-03097,CA-2015-114468,TD-20995,OFF-AP-10000696,5.768,2,0.8,-13.5548
US-03098,CA-2017-135692,CV-12805,OFF-LA-10001158,33.12,4,0.2,11.592
US-03099,CA-2017-135692,CV-12805,FUR-BO-10002268,220.2656,4,0.32,-42.1096
US-03100,CA-2017-131233,CS-12355,OFF-BI-10000829,10.776,3,0.2,3.5022
US-03101,CA-2017-131233,CS-12355,FUR-BO-10003441,242.352,3,0.2,9.0882
US-03102,CA-2017-119578,JG-15310,OFF-SU-10003505,695.16,6,0,34.758
US-03103,CA-2017-119578,JG-15310,FUR-BO-10003660,220.98,1,0,50.8254
US-03104,CA-2016-124562,JP-16135,OFF-BI-10001267,12.957,7,0.7,-9.5018
US-03105,US-2017-140074,EC-14050,OFF-PA-10002741,25.68,6,0,11.556
US-03106,CA-2016-103037,KH-16630,OFF-LA-10004345,15.712,4,0.2,5.6956
US-03107,CA-2017-127460,FG-14260,OFF-ST-10004340,298.464,6,0.2,26.1156
US-03108,CA-2016-121671,AA-10480,OFF-PA-10001471,21.93,3,0,10.0878
US-03109,CA-2016-121671,AA-10480,OFF-ST-10002344,242.94,3,0,4.8588
US-03110,CA-2016-121671,AA-10480,OFF-PA-10001892,7.64,1,0,3.7436
US-03111,CA-2016-121671,AA-10480,OFF-PA-10001934,51.84,8,0,25.4016
US-03112,CA-2016-121671,AA-10480,OFF-ST-10000078,265.17,1,0,47.7306
US-03113,CA-2016-150350,MS-17770,TEC-MA-10001972,837.6,3,0.2,62.82
US-03114,CA-2016-150350,MS-17770,OFF-EN-10002504,135.9,5,0,63.873
US-03115,CA-2016-150350,MS-17770,OFF-PA-10002160,34.68,6,0,16.9932
US-03116,CA-2016-150350,MS-17770,FUR-CH-10001973,532.704,6,0.2,-39.9528
US-03117,CA-2016-150350,MS-17770,OFF-AP-10001492,43.1,5,0,11.206
US-03118,CA-2016-150350,MS-17770,OFF-SU-10002189,15.88,4,0,0.1588
US-03119,CA-2015-121720,JE-15610,FUR-CH-10003312,1123.92,5,0.2,-182.637
US-03120,CA-2015-121720,JE-15610,TEC-PH-10002496,249.584,2,0.2,31.198
US-03121,CA-2015-121720,JE-15610,FUR-FU-10003464,48.672,3,0.2,7.3008
US-03122,CA-2015-121720,JE-15610,OFF-AR-10000380,60.768,2,0.2,7.596
US-03123,CA-2015-121720,JE-15610,OFF-BI-10004593,78.6,5,0.7,-62.88
US-03124,CA-2015-121720,JE-15610,OFF-BI-10001308,3.768,2,0.7,-3.14
US-03125,CA-2015-121720,JE-15610,OFF-ST-10001780,1036.624,2,0.2,51.8312
US-03126,CA-2015-121720,JE-15610,OFF-ST-10003816,563.808,4,0.2,21.1428
US-03127,CA-2017-149895,EB-14110,TEC-PH-10002200,258.528,2,0.4,-47.3968
US-03128,CA-2017-147564,BP-11155,OFF-PA-10004438,49.12,4,0,23.0864
US-03129,CA-2014-136399,CC-12100,FUR-FU-10004090,44.46,2,0,14.6718
US-03130,CA-2014-136399,CC-12100,FUR-CH-10002602,241.568,2,0.2,18.1176
US-03131,CA-2014-136399,CC-12100,TEC-AC-10001142,395,5,0,39.5
US-03132,CA-2014-136399,CC-12100,TEC-PH-10004977,627.168,4,0.2,70.5564
US-03133,CA-2014-107916,JP-15460,FUR-FU-10004586,13.28,2,0,6.3744
US-03134,CA-2014-107916,JP-15460,OFF-BI-10001116,12.672,3,0.2,4.4352
US-03135,CA-2017-164168,LS-16975,OFF-BI-10000666,30.56,5,0.8,-45.84
US-03136,CA-2017-164168,LS-16975,OFF-ST-10002583,77.952,3,0.2,-15.5904
US-03137,CA-2017-164168,LS-16975,TEC-PH-10004908,67.992,1,0.2,8.499
US-03138,CA-2017-164168,LS-16975,OFF-EN-10001219,12.224,2,0.2,4.4312
US-03139,CA-2017-164168,LS-16975,TEC-AC-10004568,44.784,2,0.2,-0.5598
US-03140,CA-2017-164168,LS-16975,FUR-FU-10001756,22.848,3,0.6,-17.7072
US-03141,CA-2015-112557,JL-15850,OFF-AP-10002311,206.43,3,0,90.8292
US-03142,US-2014-122959,CY-12745,OFF-BI-10003650,210.392,2,0.8,-336.6272
US-03143,CA-2017-162572,RB-19360,TEC-AC-10003628,119.96,5,0.2,35.988
US-03144,CA-2017-162572,RB-19360,OFF-AR-10001547,10.608,6,0.2,0.9282
US-03145,US-2016-148110,AR-10825,FUR-CH-10002647,347.802,7,0.3,-24.843
US-03146,CA-2017-131828,CS-11845,FUR-CH-10004495,963.136,4,0.2,108.3528
US-03147,CA-2017-131828,CS-11845,TEC-PH-10002923,88.776,3,0.2,7.7679
US-03148,CA-2014-109218,AR-10825,OFF-AR-10001374,32.4,5,0,10.368
US-03149,CA-2016-120558,RD-19810,OFF-PA-10003441,32.4,5,0,15.552
US-03150,US-2014-109036,KH-16510,OFF-LA-10002043,31.05,3,0,14.904
US-03151,CA-2015-147830,NF-18385,TEC-AC-10002049,2025.36,6,0.2,607.608
US-03152,CA-2015-147830,NF-18385,TEC-MA-10000418,1799.994,2,0.7,-2639.9912
US-03153,CA-2015-147830,NF-18385,TEC-PH-10004908,101.988,2,0.4,-16.998
US-03154,CA-2015-147830,NF-18385,FUR-FU-10004091,262.864,7,0.2,69.0018
US-03155,CA-2017-150497,SM-20950,OFF-BI-10004600,735.98,2,0,331.191
US-03156,CA-2014-128986,GH-14410,OFF-PA-10001289,93.024,3,0.2,33.7212
US-03157,CA-2015-139584,EM-13810,FUR-TA-10001539,284.364,2,0.4,-75.8304
US-03158,CA-2015-139584,EM-13810,TEC-AC-10001266,26,2,0,11.7
US-03159,US-2016-162677,DB-13210,OFF-ST-10001291,67.64,5,0.2,5.9185
US-03160,US-2016-162677,DB-13210,TEC-AC-10001314,119.976,3,0.2,-17.9964
US-03161,US-2014-150924,PT-19090,OFF-BI-10004040,5.18,5,0.8,-8.029
US-03162,CA-2014-153969,HF-14995,OFF-EN-10001539,15.56,2,0,7.3132
US-03163,CA-2014-153969,HF-14995,OFF-EN-10004483,78.35,5,0,36.8245
US-03164,CA-2014-153969,HF-14995,OFF-AR-10001615,59.52,3,0,15.4752
US-03165,CA-2014-153969,HF-14995,OFF-PA-10000327,38.52,9,0,17.334
US-03166,CA-2014-153969,HF-14995,TEC-PH-10001299,239.984,2,0.2,23.9984
US-03167,CA-2014-153969,HF-14995,OFF-PA-10002246,19.35,3,0,9.4815
US-03168,CA-2016-146682,KW-16435,FUR-FU-10002671,67,5,0,32.16
US-03169,CA-2016-138695,KC-16675,FUR-CH-10003833,390.272,8,0.2,-24.392
US-03170,CA-2016-138695,KC-16675,OFF-PA-10001667,62.192,13,0.2,19.435
US-03171,CA-2017-107461,PK-19075,OFF-BI-10002003,23.88,6,0,11.2236
US-03172,US-2016-133879,KT-16465,OFF-BI-10004465,3.168,2,0.8,-4.752
US-03173,US-2016-133879,KT-16465,FUR-CH-10000665,528.43,5,0.3,0
US-03174,US-2016-133879,KT-16465,OFF-AR-10004956,13.392,3,0.2,1.5066
US-03175,CA-2017-157483,EP-13915,OFF-AR-10004260,181.86,7,0,50.9208
US-03176,US-2017-132059,AP-10915,FUR-BO-10001811,180.588,2,0.7,-240.784
US-03177,US-2017-132059,AP-10915,TEC-AC-10003280,47.984,2,0.2,0.5998
US-03178,CA-2017-122280,SH-20395,OFF-PA-10004911,18.76,2,0,9.0048
US-03179,CA-2017-105235,SM-20950,FUR-FU-10001487,20.94,3,0,6.0726
US-03180,CA-2017-105235,SM-20950,FUR-FU-10000521,58.68,2,0,18.1908
US-03181,CA-2017-105235,SM-20950,OFF-AP-10001271,254.9,5,0,68.823
US-03182,CA-2017-152912,BM-11650,OFF-BI-10004728,9.64,2,0,4.4344
US-03183,CA-2017-152912,BM-11650,TEC-AC-10004666,826.62,3,0,355.4466
US-03184,CA-2017-152912,BM-11650,OFF-ST-10003208,1633.14,9,0,473.6106
US-03185,CA-2017-152912,BM-11650,OFF-ST-10003208,544.38,3,0,157.8702
US-03186,CA-2014-123498,TC-20980,OFF-BI-10000632,26.046,3,0.8,-44.2782
US-03187,CA-2014-123498,TC-20980,OFF-EN-10004773,74.352,3,0.2,26.9526
US-03188,CA-2017-159352,KB-16585,TEC-PH-10004700,69.93,7,0,32.1678
US-03189,US-2017-146416,JE-16165,OFF-LA-10003714,3.75,1,0,1.8
US-03190,US-2017-146416,JE-16165,OFF-BI-10001787,20.928,4,0.2,7.5864
US-03191,US-2015-163783,DR-12940,OFF-ST-10002957,12.672,3,0.2,-3.168
US-03192,CA-2017-123981,RW-19630,TEC-PH-10002115,65.99,1,0,17.1574
US-03193,CA-2017-158953,ML-18040,OFF-BI-10002557,6.37,7,0.8,-9.555
US-03194,CA-2014-165428,JL-15130,OFF-BI-10002949,3.648,3,0.8,-6.0192
